title,genres_clean,overview,popularity,combined_features
Clairevoyant,Comedy Drama,A spoiled rich girl hires a camera crew to document her journey as she attempts to shed her ego and attain enlightenment in the most oxymoronic ways.,81.5,Clairevoyant Comedy Drama A spoiled rich girl hires a camera crew to document her journey as she attempts to shed her ego and attain enlightenment in the most oxymoronic ways. Amazon Prime
Bad Detectives,Comedy Suspense,Two young women inherit their grandfather's detective agency and reluctantly team up to solve their murders.,81.5,Bad Detectives Comedy Suspense Two young women inherit their grandfather's detective agency and reluctantly team up to solve their murders. Amazon Prime
Attack the Block,Action Adventure Science Fiction,"Attack the Block' is a fast, funny, frightening action adventure movie that pits a teen gang against an invasion of savage alien monsters. It turns a London housing project into a sci-fi playground. A tower block into a fortress under siege. And teen",66.5,"Attack the Block Action Adventure Science Fiction Attack the Block' is a fast, funny, frightening action adventure movie that pits a teen gang against an invasion of savage alien monsters. It turns a London housing project into a sci-fi playground. A tower block into a fortress under siege. And teen Amazon Prime"
The Five Provocations,Drama,"The Five Provocations is a magic realist drama about four intertwined stories of love, loss and unexpected confrontations by women too provocative to ignore. FIGHT ? FAWN? FEIGHT? FREEZE? or FLIGHT ?",80.0,"The Five Provocations Drama The Five Provocations is a magic realist drama about four intertwined stories of love, loss and unexpected confrontations by women too provocative to ignore. FIGHT ? FAWN? FEIGHT? FREEZE? or FLIGHT ? Amazon Prime"
The Act of Reading,Comedy Documentary,A retired high school English teacher is confronted by a former student who failed her class 15 years prior. He then prepares for her a belated book report – an off-kilter documentary on the magic of reading and teaching Moby-Dick.,81.5,The Act of Reading Comedy Documentary A retired high school English teacher is confronted by a former student who failed her class 15 years prior. He then prepares for her a belated book report – an off-kilter documentary on the magic of reading and teaching Moby-Dick. Amazon Prime
Symptoma 20,Arthouse Horror Science Fiction,'Symptoma 20' is a video project that explores 9 different lives as they adapt to the strange new world caused by the COVID-19 crisis. Individual and collective struggles that mirror daily challenges of today take an experimental turn in this multive,80.0,Symptoma 20 Arthouse Horror Science Fiction 'Symptoma 20' is a video project that explores 9 different lives as they adapt to the strange new world caused by the COVID-19 crisis. Individual and collective struggles that mirror daily challenges of today take an experimental turn in this multive Amazon Prime
Strike Commando 2,Action,"Sgt Mike Ransom battles the KGB, rogue CIA agents, an army of ninjas, a tough bar owner and 'all the stuntman craziness and explosions you can cram into 90 minutes.",81.5,"Strike Commando 2 Action Sgt Mike Ransom battles the KGB, rogue CIA agents, an army of ninjas, a tough bar owner and 'all the stuntman craziness and explosions you can cram into 90 minutes. Amazon Prime"
Strike Commando,Action,"Writer/director Bruno Mattei borrowed from Rambo: First Blood Part II, Missing In Action and more to create their own mind-blowing 'Namsploitation masterpiece: Reb Brown stars as Sgt. Mike Ransom, a one-man war machine on a screaming-for-vengeance mi",81.5,"Strike Commando Action Writer/director Bruno Mattei borrowed from Rambo: First Blood Part II, Missing In Action and more to create their own mind-blowing 'Namsploitation masterpiece: Reb Brown stars as Sgt. Mike Ransom, a one-man war machine on a screaming-for-vengeance mi Amazon Prime"
Pinkfong! Healthy Habit Songs,Animation Kids,"Sing with Pinkfong and learn how to form healthy habits. From teamwork to regulating emotions, Pinkfong and friends will guide your children to be a healthy kid!",81.5,"Pinkfong! Healthy Habit Songs Animation Kids Sing with Pinkfong and learn how to form healthy habits. From teamwork to regulating emotions, Pinkfong and friends will guide your children to be a healthy kid! Amazon Prime"
IWish,Action Animation,Audrey Arckles is new in town...Little does she know that excitement is just around the corner... Join her and some 'MAGIcal' friends as she starts her first adventure!,81.5,IWish Action Animation Audrey Arckles is new in town...Little does she know that excitement is just around the corner... Join her and some 'MAGIcal' friends as she starts her first adventure! Amazon Prime
Hello UFO,Comedy Drama,When a shy bus driver develops a crush on one of his passengers – a blind woman who moved into his neighborhood to escape a broken heart – he crafts a fake persona to win her over.,56.0,Hello UFO Comedy Drama When a shy bus driver develops a crush on one of his passengers – a blind woman who moved into his neighborhood to escape a broken heart – he crafts a fake persona to win her over. Amazon Prime
Far More,Comedy Drama,Sean (Adrian Grenier) takes us on a powerful and emotional journey to learn that the secret to life is loving what you have. Sean now a successful fashion designer returns to his hometown for a painstaking family reunion that will take him back to hi,81.5,Far More Comedy Drama Sean (Adrian Grenier) takes us on a powerful and emotional journey to learn that the secret to life is loving what you have. Sean now a successful fashion designer returns to his hometown for a painstaking family reunion that will take him back to hi Amazon Prime
Detective MJ: Shadow of a Hero,Action Comedy Suspense,"Detective Mason Jones aka Detective MJ, is a Washington DC homicide detective, who is caught in between a homicide case and a war between two gangsters that run the Washington DC underground scene.",80.0,"Detective MJ: Shadow of a Hero Action Comedy Suspense Detective Mason Jones aka Detective MJ, is a Washington DC homicide detective, who is caught in between a homicide case and a war between two gangsters that run the Washington DC underground scene. Amazon Prime"
Cobby: The Other Side of Cute,Documentary,Celebrity chimp COBBY was the star of short lived 60s children's TV series Cobby's Hobbies. Australian filmmaker Donna McRae was fascinated by the show as child and explores her own personal obsession with COBBY - the chimp himself and the TV show - ,80.0,Cobby: The Other Side of Cute Documentary Celebrity chimp COBBY was the star of short lived 60s children's TV series Cobby's Hobbies. Australian filmmaker Donna McRae was fascinated by the show as child and explores her own personal obsession with COBBY - the chimp himself and the TV show -  Amazon Prime
Babysitter Must Die,Action Horror Suspense,"A wealthy family's home is invaded during a game of hide-and-seek by a pack cultists. Josie, the babysitter hides in plain sight prepared and armed with a handful of survival skills. She battles the cult and her fears through a long night of terror. ",81.5,"Babysitter Must Die Action Horror Suspense A wealthy family's home is invaded during a game of hide-and-seek by a pack cultists. Josie, the babysitter hides in plain sight prepared and armed with a handful of survival skills. She battles the cult and her fears through a long night of terror.  Amazon Prime"
ATF,Action Drama,"Amy Brenneman (Judging Amy) stars as an agent at the Federal Bureau of Alcohol, Tobacco and Firearms in this two hour telefilm about the tragic events surrounding the Waco incident.",48.5,"ATF Action Drama Amy Brenneman (Judging Amy) stars as an agent at the Federal Bureau of Alcohol, Tobacco and Firearms in this two hour telefilm about the tragic events surrounding the Waco incident. Amazon Prime"
Ashani Sanket,Drama,"Gangacharan is a village Brahmin who teaches, organises religious events and tries to prevent epidemics. However, things get difficult with a raging war and an approaching famine.",10.0,"Ashani Sanket Drama Gangacharan is a village Brahmin who teaches, organises religious events and tries to prevent epidemics. However, things get difficult with a raging war and an approaching famine. Amazon Prime"
